,Unnamed: 0,Unnamed: 0.1,id,label,template,placeholders,nr_instances,err
113318,113318,113318,212270,moving screwdriver down,Moving [something] down,['screwdriver'],2,
113329,113329,113329,130994,moving tv remote down,Moving [something] down,['remote'],2,
113372,113372,113372,75745,moving water bottle up,Moving [something] up,['bottle'],2,
113378,113378,113378,75108,taking comb,Taking [one of many similar things on the table],['comb'],2,
113389,113389,113389,108585,putting a plate on a surface,Putting [something] on a surface,['plate'],2,
113456,113456,113456,199522,putting mouse on a surface,Putting [something] on a surface,['mouse'],2,
113465,113465,113465,159602,moving book up,Moving [something] up,['book'],2,
113491,113491,113491,152187,putting bottle on a surface,Putting [something] on a surface,['bottle'],2,
113493,113493,113493,45449,pushing book from left to right,Pushing [something] from left to right,['book'],2,
113496,113496,113496,192347,uncovering pencil,Uncovering [something],['pen'],2,e_frame - s_frame < 4
113556,113556,113556,82598,taking hair clip,Taking [one of many similar things on the table],['hair clip'],2,
113566,113566,113566,19112,moving pen up,Moving [something] up,['pen'],2,
113586,113586,113586,189119,moving wallet down,Moving [something] down,['wallet'],2,
113599,113599,113599,79934,pushing doll from left to right,Pushing [something] from left to right,['doll'],2,
113616,113616,113616,155258,pushing stapler from right to left,Pushing [something] from right to left,['stapler'],2,
113658,113658,113658,218872,putting toy on a surface,Putting [something] on a surface,['toy'],2,
113668,113668,113668,179749,taking onion,Taking [one of many similar things on the table],['onion'],2,
113702,113702,113702,64516,uncovering color pencils,Uncovering [something],['pen'],2,
113717,113717,113717,162027,uncovering card,Uncovering [something],['card'],2,e_frame - s_frame < 4
113718,113718,113718,134761,moving a remote control down,Moving [something] down,['remote'],2,
113725,113725,113725,92792,pushing cloth from left to right,Pushing [something] from left to right,['cloth'],2,
113766,113766,113766,41638,pushing marker from left to right,Pushing [something] from left to right,['marker'],2,
113771,113771,113771,220718,uncovering pencil sharpener,Uncovering [something],['sharpener'],2,e_frame - s_frame < 4
113787,113787,113787,135996,moving eraser down,Moving [something] down,['eraser'],2,
113789,113789,113789,91547,moving marker up,Moving [something] up,['marker'],2,
113790,113790,113790,6444,uncovering bottle,Uncovering [something],['bottle'],2,
113868,113868,113868,1560,moving headphones down,Moving [something] down,['headphones'],2,
113872,113872,113872,56476,covering cutter with tissue,Covering [something] with [something],"['cutter', 'tissue']",3,
113887,113887,113887,38677,putting ball on a surface,Putting [something] on a surface,['ball'],2,
113893,113893,113893,93573,putting a spoon on a surface,Putting [something] on a surface,['spoon'],2,
113896,113896,113896,15713,uncovering adapter,Uncovering [something],['adapter'],2,
113903,113903,113903,32564,uncovering lipstick,Uncovering [something],['lipstick'],2,
113909,113909,113909,190387,pushing box from left to right,Pushing [something] from left to right,['box'],2,
113926,113926,113926,32231,moving a plate up,Moving [something] up,['plate'],2,
113928,113928,113928,166331,moving clip up,Moving [something] up,['clip'],2,
113947,113947,113947,103405,pushing comb from left to right,Pushing [something] from left to right,['comb'],2,
113968,113968,113968,73839,putting brush on a surface,Putting [something] on a surface,['brush'],2,
113980,113980,113980,140196,taking brush,Taking [one of many similar things on the table],['brush'],2,
113981,113981,113981,127071,pushing lock from left to right,Pushing [something] from left to right,['lock'],2,
114013,114013,114013,11871,moving pen up,Moving [something] up,['pen'],2,
114015,114015,114015,145378,pushing bottle from right to left,Pushing [something] from right to left,['bottle'],2,
114032,114032,114032,154990,putting remote on a surface,Putting [something] on a surface,['remote'],2,
114040,114040,114040,48215,covering scissors with pillow,Covering [something] with [something],"['scissors', 'pillow']",3,e_frame - s_frame < 4
114071,114071,114071,153940,moving remote down,Moving [something] down,['remote'],2,
114083,114083,114083,200296,uncovering mouse,Uncovering [something],['mouse'],2,Error: in video_id 200296_15-19 with index 2 is out of bounds for axis 1 with size 2
114085,114085,114085,72749,moving color pencils up,Moving [something] up,['pen'],2,
114105,114105,114105,109355,moving a container down,Moving [something] down,['container'],2,
114112,114112,114112,92042,moving box down,Moving [something] down,['box'],2,
114120,114120,114120,62296,moving note book up,Moving [something] up,['book'],2,
114141,114141,114141,203440,putting match box on a surface,Putting [something] on a surface,['match box'],2,False
114146,114146,114146,187838,pushing shampoo from right to left,Pushing [something] from right to left,['shampoo'],2,
114147,114147,114147,194358,pushing paper from right to left,Pushing [something] from right to left,['paper'],2,
114166,114166,114166,114033,moving coin down,Moving [something] down,['coin'],2,
114212,114212,114212,117924,pushing remote from left to right,Pushing [something] from left to right,['remote'],2,
114225,114225,114225,68220,taking remote,Taking [one of many similar things on the table],['remote'],2,
114228,114228,114228,220501,pushing a coffee mug from left to right,Pushing [something] from left to right,['mug'],2,
114239,114239,114239,213179,pushing pencil from right to left,Pushing [something] from right to left,['pen'],2,
114288,114288,114288,49753,taking a book,Taking [one of many similar things on the table],['book'],2,
114291,114291,114291,145562,pushing cell phone from right to left,Pushing [something] from right to left,['phone'],2,
114312,114312,114312,178228,pushing fork from left to right,Pushing [something] from left to right,['fork'],2,
114316,114316,114316,216800,moving remote down,Moving [something] down,['remote'],2,
114328,114328,114328,147164,putting a battery on a surface,Putting [something] on a surface,['battery'],2,
114339,114339,114339,150714,putting a bag on a surface,Putting [something] on a surface,['bag'],2,
114365,114365,114365,48597,pushing sharpener from left to right,Pushing [something] from left to right,['sharpener'],2,
114380,114380,114380,180584,pushing pendrive from left to right,Pushing [something] from left to right,['pendrive'],2,
114400,114400,114400,148978,moving a toy up,Moving [something] up,['toy'],2,
114401,114401,114401,16251,moving a banana up,Moving [something] up,['banana'],2,
114417,114417,114417,152057,putting bottle cap on a surface,Putting [something] on a surface,['cap'],2,
114436,114436,114436,208638,pushing color pencils from right to left,Pushing [something] from right to left,['pen'],2,
114473,114473,114473,78331,moving pen cap up,Moving [something] up,['cap'],2,
114479,114479,114479,185938,pushing paper from left to right,Pushing [something] from left to right,['paper'],2,
114506,114506,114506,175700,moving remote up,Moving [something] up,['remote'],2,
114511,114511,114511,138205,pushing a lighter from left to right,Pushing [something] from left to right,['lighter'],2,
114526,114526,114526,71389,covering a book with a towel,Covering [something] with [something],"['book', 'towel']",3,e_frame - s_frame < 4
114527,114527,114527,56195,pushing sunglasses from left to right,Pushing [something] from left to right,['glass'],2,
114559,114559,114559,101362,moving adapter up,Moving [something] up,['adapter'],2,
114583,114583,114583,39748,taking pen,Taking [one of many similar things on the table],['pen'],2,False
114600,114600,114600,50741,putting a key on a surface,Putting [something] on a surface,['key'],2,
114606,114606,114606,151365,moving nail polish up,Moving [something] up,['nail polish'],2,
114634,114634,114634,15224,pushing jar from left to right,Pushing [something] from left to right,['jar'],2,
114643,114643,114643,118002,pushing highlighter from left to right,Pushing [something] from left to right,['marker'],2,False
114701,114701,114701,71849,moving pendrive up,Moving [something] up,['pendrive'],2,
114710,114710,114710,47270,pushing color pencils from left to right,Pushing [something] from left to right,['pen'],2,
114713,114713,114713,78030,covering handphone with blanket,Covering [something] with [something],"['phone', 'blanket']",3,e_frame - s_frame < 4
114719,114719,114719,185682,moving wristwatch up,Moving [something] up,['watch'],2,
114779,114779,114779,83353,pushing cup from right to left,Pushing [something] from right to left,['cup'],2,
114780,114780,114780,110802,moving pen down,Moving [something] down,['pen'],2,
114782,114782,114782,84452,pushing mobile from left to right,Pushing [something] from left to right,['phone'],2,
114798,114798,114798,177626,pushing color pencils from right to left,Pushing [something] from right to left,['pen'],2,
114832,114832,114832,141326,putting pen on a surface,Putting [something] on a surface,['pen'],2,
114835,114835,114835,118065,covering color pencils with paper,Covering [something] with [something],"['pen', 'paper']",3,e_frame - s_frame < 4
114845,114845,114845,155044,moving keys down,Moving [something] down,['key'],2,
114846,114846,114846,70453,putting soap on a surface,Putting [something] on a surface,['soap'],2,
114848,114848,114848,192966,putting mouse on a surface,Putting [something] on a surface,['mouse'],2,
114853,114853,114853,176190,moving color pencils down,Moving [something] down,['pen'],2,
114869,114869,114869,152828,moving shoe up,Moving [something] up,['shoe'],2,
114874,114874,114874,16277,moving pencil up,Moving [something] up,['pen'],2,
114879,114879,114879,87878,moving scissors up,Moving [something] up,['scissors'],2,
114884,114884,114884,202,uncovering a plate,Uncovering [something],['plate'],2,
114885,114885,114885,61147,pushing box from left to right,Pushing [something] from left to right,['box'],2,
114911,114911,114911,93205,pushing pen from left to right,Pushing [something] from left to right,['pen'],2,
114922,114922,114922,70645,moving pillow up,Moving [something] up,['pillow'],2,
114925,114925,114925,4351,moving clothes up,Moving [something] up,['cloth'],2,
115006,115006,115006,78420,putting color pencils on a surface,Putting [something] on a surface,['pen'],2,
